id,text,created_at,like_count,retweet_count,reply_count,quote_count,language,is_reply,is_retweet,is_quote,source,possibly_sensitive,reply_settings,date_collected
1604345080353005570,@MilMileBattery @Steam @TheWitcherMS @Tesla 🔥🔥,2022-12-18T05:17:29.000Z,7795,247,367,17,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604342060617695232,Hallelujah!! https://t.co/i2FyvXPIHO,2022-12-18T05:05:29.000Z,193671,15823,17108,3274,in,False,False,True,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604337710101106690,@teslaownersSV @Tesla A real concern!,2022-12-18T04:48:11.000Z,13181,516,1001,38,ca,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604337496401367041,@mayemusk @larryelder It’s fine,2022-12-18T04:47:20.000Z,29017,1023,2018,154,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604337047040249856,@ShefVaidya @Twitter @verified Will investigate,2022-12-18T04:45:33.000Z,51659,2277,2006,290,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604332342943817728,@DavidSacks They abandon even the pretense of noble principles in their zeal to keep their monopoly on information seen by the public,2022-12-18T04:26:52.000Z,31888,3540,1475,153,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604330273214283777,"@KohlmanSweeney There will be multiple algorithms, including no algorithm (ie just tweets from those you follow in chronological order)",2022-12-18T04:18:38.000Z,4008,293,321,57,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604329282796457984,@larryelder And miss both times,2022-12-18T04:14:42.000Z,98991,5142,4610,605,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604325372841136128,"True creation eventually becomes independent of its creator. Evolution takes the original product far from its origin, with an uncertain outcome. – Dune, The Machine Crusade",2022-12-18T03:59:10.000Z,129257,12515,13354,1988,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604280647937396736,@hodgetwins 🧐   Much will come to light as Fauci loses power.,2022-12-18T01:01:27.000Z,146643,18686,5307,1076,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604275749187424257,@DavidSacks The journalists were aware of the violent stalker and yet still doxxed the real-time location of my family. Turns out that’s a criminal offense …,2022-12-18T00:41:59.000Z,98249,10424,6058,634,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604270369615106048,@jasondebolt Absolutely. Free speech is the bedrock of Democracy.,2022-12-18T00:20:36.000Z,56194,4373,3332,325,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604269074921537536,"@mtaibbi @RSBNetwork Congressman Lieu, were you aware of this program and did you approve it? Simple questions require simple answers.",2022-12-18T00:15:27.000Z,97437,13765,3915,668,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604268492244586497,@mtaibbi Good questions,2022-12-18T00:13:09.000Z,19667,1529,496,31,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604266875646607362,@EvaFoxU @andst7 Much has happened since then haha,2022-12-18T00:06:43.000Z,5642,263,234,15,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604264464550871040,@FiveTimesAugust @johnrich 🤣,2022-12-17T23:57:08.000Z,9227,321,246,19,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604264310431272964,@farzyness Much closer than they realize,2022-12-17T23:56:32.000Z,22380,929,1004,66,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604260824440250371,@realGeorgeHotz Monarch using Magic 8 Ball,2022-12-17T23:42:40.000Z,10133,464,654,60,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604260449104674816,@FearTheFloof @neontaster 🤣💯,2022-12-17T23:41:11.000Z,5328,234,142,14,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604258004706201602,@paulg 🤣🤣,2022-12-17T23:31:28.000Z,8746,279,263,15,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604257617047609347,"@micsolana Wow, they were truly coddled",2022-12-17T23:29:56.000Z,29288,1625,912,56,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604257235500244995,@engineers_feed Especially the last one,2022-12-17T23:28:25.000Z,23652,1117,987,57,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604241250835652608,"@catturd2 @DavidSacks Not all journalists are that bad, but far too many are",2022-12-17T22:24:54.000Z,37583,3331,1890,188,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604239880153767936,@MattWallace888 It worked like a charm lol,2022-12-17T22:19:27.000Z,11310,793,529,47,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604235799737901057,@MrAndyNgo This is messed up,2022-12-17T22:03:14.000Z,31507,1822,1606,89,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604235095778500610,@DavidSacks They think they’re better than everyone else,2022-12-17T22:00:26.000Z,18167,1414,899,120,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604234568814546945,Congrats to SpaceX Team on 3 perfect orbital launches within 36 hours!!!,2022-12-17T21:58:21.000Z,287834,17880,9351,953,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604230165051195394,Live launch video https://t.co/9GtonaQiUw,2022-12-17T21:40:51.000Z,57057,5385,3168,270,en,False,False,True,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604215371682091008,@DineshDSouza Exactly,2022-12-17T20:42:04.000Z,48369,3604,1475,95,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604209304730566656,RT @amazingmap: All of US history has occurred within a single Pluto orbit https://t.co/AawNrSd7Iz,2022-12-17T20:17:57.000Z,0,7709,0,0,en,False,True,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604206041058664451,"In addition, Twitter will make it easier to see tweets from just those you follow, as well as other tweet curations",2022-12-17T20:04:59.000Z,44079,3091,3221,408,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604204799209402368,@neontaster Wikipedia is overly controlled by mainstream media @jimmy_wales,2022-12-17T20:00:03.000Z,71163,6518,4154,601,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604197098676592640,"@yashar If a group of accounts engages in “brigading”, the entire group of accounts will get a credibility score of zero, so their actions will be ineffective",2022-12-17T19:29:27.000Z,8086,784,1078,387,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604195615520329729,"@stillgray If an account engages in large-scale blocking, the value of a block signal from that account will trend to zero",2022-12-17T19:23:33.000Z,9567,891,1089,206,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604195049469710336,@wrvb3 @michaelmalice A two day suspension of maybe 7 accounts for doxxing got an actual Wikipedia page!? Wikipedia is controlled by the MSM journalists. Can’t trust that site anymore.,2022-12-17T19:21:18.000Z,49307,8460,4097,883,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604193864515887105,"To be clear, all user actions will factor into a NN model for a tweet and the account tweeting, including positive actions.   As user accounts develop credibility, their actions will have greater weight, similar to how @CommunityNotes works.",2022-12-17T19:16:36.000Z,42102,3450,5725,1339,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604183766095630336,@neontaster Haha,2022-12-17T18:36:28.000Z,10628,469,584,42,tl,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604043452282703873,@teslaownersSV Correct,2022-12-17T09:18:55.000Z,29579,1086,1356,65,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604042576423575553,@jasondebolt Exactly,2022-12-17T09:15:26.000Z,12431,733,634,24,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604041065438228480,@ggreenwald True,2022-12-17T09:09:26.000Z,30163,1405,779,52,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604038566270578688,@WholeMarsBlog 🤷‍♂️,2022-12-17T08:59:30.000Z,13468,406,678,31,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604036527213842432,@udiWertheimer @Jason Changing name or profile pic causes checkmark to disappear until account is reviewed by Twitter support team for impersonation,2022-12-17T08:51:24.000Z,5069,320,13,85,en,True,False,False,Twitter for iPhone,False,following,2022-12-18T21:45:22
1604034737399820288,@Jason Olbermann tweeting from his dog’s account still makes me lmao,2022-12-17T08:44:17.000Z,21506,2305,18,554,en,True,False,False,Twitter for iPhone,False,following,2022-12-18T21:45:22
1604034290228293637,"@Jason Quite frankly, a few days away from Twitter is good for their mental health",2022-12-17T08:42:30.000Z,16311,782,13,310,en,True,False,False,Twitter for iPhone,False,following,2022-12-18T21:45:22
1604032212893999104,@Joe_MLB_MAN @johnrich It’s a rental,2022-12-17T08:34:15.000Z,4176,168,238,25,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604030419925884928,@johnrich I don’t have a home,2022-12-17T08:27:08.000Z,280068,10669,18555,2124,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604029514241409026,@rohanduaT02 @vijaygajera @TwitterIndia Interesting. This seems to have happened in every country.,2022-12-17T08:23:32.000Z,8057,1162,398,71,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604029212955770880,@Liz_Wheeler @mtaibbi Such a tangled web,2022-12-17T08:22:20.000Z,27906,1975,943,56,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604015535632437248,@ClayTravis @Twitter Strange priorities …,2022-12-17T07:27:59.000Z,36061,1788,1098,68,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604014026035322880,https://t.co/94I61oMYFs,2022-12-17T07:21:59.000Z,142931,11183,8832,1267,zxx,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604009105563484160,"@GerberKawasaki Securities Analysis 101  As the “risk-free” real rate of return from Treasury Bills approaches the much riskier rate of return from stocks, the value of stocks drop.  For example, if T-bills and stocks both had a 10% rate of return, everyone would just buy the former.",2022-12-17T07:02:26.000Z,7249,675,687,141,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604001591039692801,@lexfridman Exactly,2022-12-17T06:32:34.000Z,12873,471,1139,30,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603986647841796096,@jhall Yes,2022-12-17T05:33:12.000Z,5921,218,463,18,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603985491505795072,Twitter will start incorporating mute &amp; block signals from Blue Verified (not Legacy Blue) as downvotes,2022-12-17T05:28:36.000Z,166370,13069,18764,6068,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603982891179839488,The people have spoken.  Accounts who doxxed my location will have their suspension lifted now. https://t.co/MFdXbEQFCe,2022-12-17T05:18:16.000Z,126245,8612,21348,3848,en,False,False,True,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603981524155912193,"@catturd2 Indeed, there is no other reason",2022-12-17T05:12:50.000Z,30890,2338,1169,85,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603950343032692736,@Lukewearechange Umm … yeah,2022-12-17T03:08:56.000Z,45952,1856,1777,97,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603943222522236928,@BillFOXLA Bizarre,2022-12-17T02:40:38.000Z,25096,1366,1287,85,eu,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603941673695707136,@RichardGarriott Ultima V for me,2022-12-17T02:34:29.000Z,6218,303,639,54,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603903999870062592,@littlemissjacob Such shameful behavior will not be tolerated going forward,2022-12-17T00:04:47.000Z,51721,3705,1574,186,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603902562071040000,@MuskUniversity Too many people have lost faith in the future. A new philosophy is needed.,2022-12-16T23:59:04.000Z,91123,7835,12785,1655,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603902134181068800,Second launch today https://t.co/gUnyyUlZSi,2022-12-16T23:57:22.000Z,102562,7719,5218,488,en,False,False,True,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603874735917764608,Spaces is back,2022-12-16T22:08:30.000Z,293382,22879,21620,11508,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603873582194380800,@WholeMarsBlog Markoff is lying,2022-12-16T22:03:55.000Z,8367,607,525,38,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603873283602272256,"@WholeMarsBlog Weird, Markoff blocked me",2022-12-16T22:02:43.000Z,7998,473,830,50,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603873026453344256,@BillFOXLA @FoxNews Wow,2022-12-16T22:01:42.000Z,17905,1400,1685,90,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603871186793877504,@BrianFeroldi @GerberKawasaki I literally just finished my meeting going over Giga Texas production progress,2022-12-16T21:54:24.000Z,11776,713,999,79,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603870638652870656,@lavern_spicer Freedom Fridays!!,2022-12-16T21:52:13.000Z,27675,2742,1361,149,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603865684475142144,@elizableu 🎯,2022-12-16T21:32:32.000Z,13587,822,485,22,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603863384285253633,RT @SpaceX: Falcon 9 launches the Surface Water and Ocean Topography (SWOT) mission to orbit; first stage booster returns to Earth https://…,2022-12-16T21:23:23.000Z,0,3253,0,0,en,False,True,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603862974371753986,@neontaster 🤣,2022-12-16T21:21:46.000Z,8220,406,253,24,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603862739243630592,@TaraBull808 Bug fix is almost done. Spaces probably back by tonight.,2022-12-16T21:20:50.000Z,11136,923,830,297,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603861475197521920,@catturd2 Keith has never been more entertaining 🤣🤣,2022-12-16T21:15:48.000Z,38560,3061,2305,199,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603860632842907648,@GerberKawasaki Tesla is executing better than ever!  We don’t control the Federal Reserve.   That is the real problem here.,2022-12-16T21:12:27.000Z,55506,3866,4309,648,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603859750168301569,KABOOM 💥💥💥💥💥 https://t.co/TS3jFZ51VR,2022-12-16T21:08:57.000Z,149779,30881,11254,1970,en,False,False,True,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603859357313089536,@lexfridman Let’s do one next week and maybe throw in a live spaces discussion,2022-12-16T21:07:23.000Z,72594,2925,1666,165,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603858378320621569,@DavidSacks It isn’t,2022-12-16T21:03:30.000Z,27145,1793,1509,86,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1603858301694812166,@Cynical_CJ Awesome 😎,2022-12-16T21:03:12.000Z,9077,282,323,22,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604593057676300288,"@TrungTPhan @stillgray Casually sharing occasional links is fine, but no more relentless advertising of competitors for free, which is absurd in the extreme",2022-12-18T21:42:51.000Z,240,39,94,16,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604588904828600320,"@stillgray Exactly. Twitter should be easy to use, but no more relentless free advertising of competitors. No traditional publisher allows this and neither will Twitter.",2022-12-18T21:26:21.000Z,5554,553,1110,210,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604580353343197184,RT @Tesla: Congrats to the Giga Berlin team on building 3k Model Y this week! https://t.co/uUTOTRrasX,2022-12-18T20:52:22.000Z,0,1434,0,0,en,False,True,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604569775597928448,@jasondebolt Exactly,2022-12-18T20:10:20.000Z,9335,375,1126,70,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604537674878042112,Duel in the Desert. Couldn’t ask for a better game. Incredible play by 🇦🇷 &amp; 🇫🇷 !!!! https://t.co/XUZxjymAx0,2022-12-18T18:02:47.000Z,344666,33089,9219,1396,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604531893432713217,@lexfridman I agree!,2022-12-18T17:39:48.000Z,44673,1090,968,55,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604531789686530048,3 - 3 WOW!!! https://t.co/asxw78EgPn,2022-12-18T17:39:24.000Z,309170,20402,8673,1293,und,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604529763502247936,RT @FOXSoccer: ARGENTINA TAKES THE LEAD IN THE 108TH MINUTE 😱 https://t.co/vqqjaCizBP,2022-12-18T17:31:20.000Z,0,3241,0,0,en,False,True,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604520708570517504,"24,400 tweets per second for France’s goal, highest ever for World Cup!",2022-12-18T16:55:22.000Z,382966,30215,8796,2846,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604520419515662337,Well done France! 🇫🇷🇫🇷🇫🇷 Evenly-matched game!! https://t.co/dH1CPRRno9,2022-12-18T16:54:13.000Z,112067,7479,3634,739,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604508220206321667,Super exciting World Cup! 🇦🇷 ahead 2-0 at halftime. Can 🇫🇷 come back?,2022-12-18T16:05:44.000Z,291798,13597,24310,3390,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604507163392499718,@KimDotcom 🤣,2022-12-18T16:01:32.000Z,21217,623,626,31,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604498679234273286,Great goal by Argentina! 🇦🇷🇦🇷🇦🇷 https://t.co/WIs9ocfPcz,2022-12-18T15:27:49.000Z,332222,29597,10172,3313,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604490162976698368,At World Cup right now https://t.co/CG7zMMxSjE,2022-12-18T14:53:59.000Z,518254,33176,16818,4834,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604486844867133442,Follow The World Cup on Twitter! https://t.co/SaTzwDzBuR,2022-12-18T14:40:48.000Z,64740,5998,3464,391,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604482428281753601,@EricRWeinstein Temp suspension due to prior doxxing action by this account. Will be lifted shortly.,2022-12-18T14:23:15.000Z,15018,871,2258,529,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604477567800676352,"@neontaster Agreed, a high priority software update for Twitter is showing the reason for account suspension or deboosting.   Rules should be equally &amp; consistently applied.",2022-12-18T14:03:56.000Z,19085,1429,1093,121,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604380903614169090,@KimDotcom Maybe it’s a coincidence 🤷‍♂️,2022-12-18T07:39:50.000Z,41651,1844,2041,108,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604363744208982016,@BasedBeffJezos 🔥🔥🔥,2022-12-18T06:31:38.000Z,5452,226,398,28,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604356290674819077,@MartinKulldorff @DrJBhattacharya The tide is turning fast for the Faucists,2022-12-18T06:02:01.000Z,36554,5167,1515,313,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604349866129465345,@DavidSacks @mtaibbi Because they’re in on it,2022-12-18T05:36:30.000Z,25132,2597,954,102,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604347400562348032,@cb_doge @RepAdamSchiff 🤣,2022-12-18T05:26:42.000Z,11376,479,493,24,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604345080353005570,@MilMileBattery @Steam @TheWitcherMS @Tesla 🔥🔥,2022-12-18T05:17:29.000Z,7795,247,367,17,und,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604342060617695232,Hallelujah!! https://t.co/i2FyvXPIHO,2022-12-18T05:05:29.000Z,193665,15822,17108,3274,in,False,False,True,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604337710101106690,@teslaownersSV @Tesla A real concern!,2022-12-18T04:48:11.000Z,13181,516,1001,38,ca,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604337496401367041,@mayemusk @larryelder It’s fine,2022-12-18T04:47:20.000Z,29017,1023,2018,154,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604337047040249856,@ShefVaidya @Twitter @verified Will investigate,2022-12-18T04:45:33.000Z,51659,2277,2006,290,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604332342943817728,@DavidSacks They abandon even the pretense of noble principles in their zeal to keep their monopoly on information seen by the public,2022-12-18T04:26:52.000Z,31888,3540,1475,153,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604330273214283777,"@KohlmanSweeney There will be multiple algorithms, including no algorithm (ie just tweets from those you follow in chronological order)",2022-12-18T04:18:38.000Z,4008,293,321,57,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604329282796457984,@larryelder And miss both times,2022-12-18T04:14:42.000Z,98992,5142,4610,605,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604325372841136128,"True creation eventually becomes independent of its creator. Evolution takes the original product far from its origin, with an uncertain outcome. – Dune, The Machine Crusade",2022-12-18T03:59:10.000Z,129257,12515,13354,1988,en,False,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604280647937396736,@hodgetwins 🧐   Much will come to light as Fauci loses power.,2022-12-18T01:01:27.000Z,146643,18686,5307,1076,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604275749187424257,@DavidSacks The journalists were aware of the violent stalker and yet still doxxed the real-time location of my family. Turns out that’s a criminal offense …,2022-12-18T00:41:59.000Z,98249,10424,6058,634,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
1604270369615106048,@jasondebolt Absolutely. Free speech is the bedrock of Democracy.,2022-12-18T00:20:36.000Z,56194,4373,3332,325,en,True,False,False,Twitter for iPhone,False,everyone,2022-12-18T21:45:22
